2.400000000000000000e+01,2.273183252660750295e+05,1.743846592514336226e+05
2.400000000000000000e+01,2.275731792379179969e+05,1.742824140245825693e+05
2.400000000000000000e+01,2.275478736705015763e+05,1.742651388553675206e+05
2.400000000000000000e+01,2.273523445214471431e+05,1.742154623555253493e+05
2.400000000000000000e+01,2.274805261497376778e+05,1.742285003320456890e+05
2.400000000000000000e+01,2.275494010050907964e+05,1.742547229354549781e+05
2.400000000000000000e+01,2.276623601428995898e+05,1.742192537577730545e+05
2.400000000000000000e+01,2.275100881674121483e+05,1.742468780920323625e+05
2.400000000000000000e+01,2.276219343772411230e+05,1.742244798279133975e+05
2.400000000000000000e+01,2.277859154138504528e+05,1.742305880601746321e+05
2.400000000000000000e+01,2.275909640590530180e+05,1.741730560813033371e+05
2.400000000000000000e+01,2.275547584697607381e+05,1.741362648389757378e+05
2.400000000000000000e+01,2.274934454143472249e+05,1.741948280192323436e+05
2.400000000000000000e+01,2.275131020472446980e+05,1.741979727448716876e+05
2.400000000000000000e+01,2.276646399822675448e+05,1.741992613654339220e+05
2.400000000000000000e+01,2.276058888144098455e+05,1.742435585313376796e+05
2.400000000000000000e+01,2.279196377328209346e+05,1.741271422505401715e+05
2.400000000000000000e+01,2.275329703188948333e+05,1.742484661900527717e+05
2.400000000000000000e+01,2.276717841625300352e+05,1.742606609230538015e+05
2.400000000000000000e+01,2.277504948865644692e+05,1.741184089550462668e+05
2.400000000000000000e+01,2.275533748740210431e+05,1.741849756153530907e+05
2.400000000000000000e+01,2.276216069487580680e+05,1.741002406919776695e+05
2.400000000000000000e+01,2.276558781628527213e+05,1.743176244316512020e+05
2.400000000000000000e+01,2.275708906920060399e+05,1.741772421085554815e+05
2.400000000000000000e+01,2.276675703530132305e+05,1.742911194190912938e+05
2.400000000000000000e+01,2.276712409737804264e+05,1.740789080655354774e+05
2.400000000000000000e+01,2.276434766265833168e+05,1.741352170616774820e+05
2.400000000000000000e+01,2.273712134423159587e+05,1.742124565326879965e+05
2.400000000000000000e+01,2.276117956122862815e+05,1.741456427085770702e+05
2.400000000000000000e+01,2.275809708837293147e+05,1.743872322073914693e+05
2.400000000000000000e+01,2.273959933962213690e+05,1.742800352712532331e+05
2.400000000000000000e+01,2.276103342990728561e+05,1.743712982963561080e+05
2.400000000000000000e+01,2.276597734898590425e+05,1.741853536756015092e+05
2.400000000000000000e+01,2.275316004119552381e+05,1.741548970472326619e+05
2.400000000000000000e+01,2.277243120338991284e+05,1.739978007643805468e+05
2.400000000000000000e+01,2.276192321119880944e+05,1.741493757595895440e+05
2.400000000000000000e+01,2.274606405756039312e+05,1.743342713278701121e+05
2.400000000000000000e+01,2.273714886799310043e+05,1.742082509668073617e+05
2.400000000000000000e+01,2.274864475506238523e+05,1.743605447444074671e+05
2.400000000000000000e+01,2.275888233340661391e+05,1.742515650539782946e+05
2.400000000000000000e+01,2.273127379254057887e+05,1.739993071904327371e+05
2.400000000000000000e+01,2.275809698632473883e+05,1.742650731436912902e+05
2.400000000000000000e+01,2.276036406712690368e+05,1.742296736175589613e+05
2.400000000000000000e+01,2.272910069428132847e+05,1.742415414564057137e+05
2.400000000000000000e+01,2.273165215096719621e+05,1.743234904717608006e+05
2.400000000000000000e+01,2.278486331283977197e+05,1.741029133062908950e+05
2.400000000000000000e+01,2.277426334753652336e+05,1.739980923911152058e+05
2.400000000000000000e+01,2.275666977126238926e+05,1.741777113777067570e+05
2.400000000000000000e+01,2.275991951400789258e+05,1.740075361528302019e+05
2.400000000000000000e+01,2.276127615150595666e+05,1.742111774164438830e+05
2.400000000000000000e+01,2.274091599112636468e+05,1.742345384536586062e+05
2.400000000000000000e+01,2.276389619753020233e+05,1.742767503131265403e+05
2.400000000000000000e+01,2.275605332770237292e+05,1.740685382951106294e+05
2.400000000000000000e+01,2.274485918144710595e+05,1.741981313013182371e+05
2.400000000000000000e+01,2.274576705546004523e+05,1.742543959837828879e+05
2.400000000000000000e+01,2.275072491931657132e+05,1.745299036303014145e+05
2.400000000000000000e+01,2.275085862740134180e+05,1.741543159517081804e+05
2.400000000000000000e+01,2.274555200417227170e+05,1.741044106056514429e+05
2.400000000000000000e+01,2.276103242321717262e+05,1.743811946281215351e+05
2.400000000000000000e+01,2.276111129929586314e+05,1.741061251534100738e+05
2.400000000000000000e+01,2.274122029595491476e+05,1.741968948097809916e+05
2.400000000000000000e+01,2.275581616033679747e+05,1.741380593352119031e+05
2.400000000000000000e+01,2.274354700532778807e+05,1.741589834336283966e+05
2.400000000000000000e+01,2.276840694408780255e+05,1.740719051900344493e+05
2.400000000000000000e+01,2.275239094938714115e+05,1.742561854175583285e+05
2.400000000000000000e+01,2.274555908313589753e+05,1.742532420850500057e+05
2.400000000000000000e+01,2.276133122220177902e+05,1.741699319841758115e+05
2.400000000000000000e+01,2.275053359411491838e+05,1.740925380186850380e+05
2.400000000000000000e+01,2.275023932456017938e+05,1.741754126704169321e+05
2.400000000000000000e+01,2.275536514730007038e+05,1.742070227274969511e+05
2.400000000000000000e+01,2.276641576787684171e+05,1.741628021064805507e+05
2.400000000000000000e+01,2.278753855875954323e+05,1.741869945797464752e+05
2.400000000000000000e+01,2.276885474926604074e+05,1.741568335300445615e+05
2.400000000000000000e+01,2.275360582221838995e+05,1.743101147973026673e+05
2.400000000000000000e+01,2.274545151830830146e+05,1.740492358535093081e+05
2.400000000000000000e+01,2.275419514108313015e+05,1.740248487530400453e+05
2.400000000000000000e+01,2.275372619775982166e+05,1.742866692342029419e+05
2.400000000000000000e+01,2.272022655324170191e+05,1.742582172250740696e+05
2.400000000000000000e+01,2.273348504099591228e+05,1.742844767423176381e+05
2.400000000000000000e+01,2.274535044458475022e+05,1.741674196523974533e+05
2.400000000000000000e+01,2.275896443945359497e+05,1.742312715308081533e+05
2.400000000000000000e+01,2.275853826342443645e+05,1.742591850748157303e+05
2.400000000000000000e+01,2.278812807894409052e+05,1.743135690259092662e+05
2.400000000000000000e+01,2.274343507735673338e+05,1.743357781862988777e+05
2.400000000000000000e+01,2.276941646976458433e+05,1.742174500963455648e+05
2.400000000000000000e+01,2.271780335422345088e+05,1.744016011260533996e+05
2.400000000000000000e+01,2.277818216348644346e+05,1.742839781358148321e+05
2.400000000000000000e+01,2.275351402011559694e+05,1.742687949770334235e+05
2.400000000000000000e+01,2.274905528341049794e+05,1.742090659301863925e+05
2.400000000000000000e+01,2.275221679374584637e+05,1.741837484574199480e+05
2.400000000000000000e+01,2.275960874276768591e+05,1.741030825193838391e+05
2.400000000000000000e+01,2.275140102900962811e+05,1.741259115024504426e+05
2.400000000000000000e+01,2.276276396870587196e+05,1.741921348030716472e+05
2.400000000000000000e+01,2.274269947169159714e+05,1.742352033713749552e+05
2.400000000000000000e+01,2.272416445954230439e+05,1.743136351985602814e+05
2.400000000000000000e+01,2.276213850920260011e+05,1.744333589448448038e+05
2.400000000000000000e+01,2.275493303798201669e+05,1.741870413097648998e+05
2.400000000000000000e+01,2.277775964089170157e+05,1.740491234238283942e+05
2.400000000000000000e+01,2.281509581222755951e+05,1.735154829723140865e+05
2.400000000000000000e+01,2.274888726824044425e+05,1.742687037181108317e+05
2.400000000000000000e+01,2.276417651076050242e+05,1.741629900179598480e+05
2.400000000000000000e+01,2.278761650624680624e+05,1.740967159116976254e+05
2.400000000000000000e+01,2.276032814763811475e+05,1.742670892737895192e+05
2.400000000000000000e+01,2.275668240985174489e+05,1.742200670516227838e+05
2.400000000000000000e+01,2.275622002573917853e+05,1.740413906795186049e+05
2.400000000000000000e+01,2.276678218685944448e+05,1.741565816976428614e+05
2.400000000000000000e+01,2.276002147194515564e+05,1.742719983666022308e+05
2.400000000000000000e+01,2.284330035135046928e+05,1.744000725512806966e+05
2.400000000000000000e+01,2.276088423421988846e+05,1.741682774777025043e+05
2.400000000000000000e+01,2.275364554593065404e+05,1.740779594545146683e+05
2.400000000000000000e+01,2.276973314271230774e+05,1.743234026659714291e+05
